CUSTOMER_ID,GENDER,AGE,HOUSEHOLD_INCOME,YEARS_AS_CUSTOMER,CUSTOMER_SUBSCRIPTION_COUNT,CUSTOMER_REVENUE
313136,M,45,"$120,000 ",13,11,$220 
313151,M,39,"$48,000 ",10,10,$200 
313155,M,50,"$96,000 ",16,4,$80 
313162,M,25,"$84,000 ",3,10,$150 
313178,F,40,"$44,000 ",11,4,$80 
313213,M,26,"$96,000 ",4,3,$45 
313223,M,39,"$36,000 ",10,4,$80 
313229,M,59,"$192,000 ",20,2,$40 
313234,M,42,"$84,000 ",12,4,$80 
313246,M,34,"$48,000 ",8,4,$80 
313262,F,36,"$44,000 ",9,3,$45 
313266,M,34,"$84,000 ",8,1,$20 
313269,M,28,"$24,000 ",5,5,$75 
313277,M,45,"$48,000 ",13,1,$25 
313281,M,29,"$72,000 ",5,1,$20 
313312,M,42,"$132,000 ",12,12,$240 
313315,F,31,"$22,000 ",6,8,$160 
313364,M,48,"$60,000 ",15,4,$80 
313371,F,35,"$143,000 ",8,7,$140 
313375,M,40,"$36,000 ",11,3,$45 
313431,M,19,"$36,000 ",0,4,$100 
313447,M,25,"$48,000 ",3,3,$45 
313464,M,25,"$84,000 ",3,10,$150 
313476,F,28,"$33,000 ",5,1,$20 
313486,M,40,"$36,000 ",11,2,$40 
313491,M,35,"$72,000 ",8,10,$800 
313500,F,33,"$44,000 ",7,4,$100 
313511,M,28,"$84,000 ",5,1,$15 
313517,F,24,"$66,000 ",3,5,$75 
313565,U,29,"$55,000 ",5,2,$30 
313566,M,21,"$24,000 ",1,2,$120 
313572,M,45,"$60,000 ",13,6,$120 
313586,M,35,"$120,000 ",8,7,$140 
313589,F,29,"$77,000 ",5,3,$60 
313604,F,29,"$99,000 ",5,2,$40 
313610,F,26,"$55,000 ",4,10,$150 
313624,F,22,"$55,000 ",2,4,$60 
313657,M,34,"$48,000 ",8,7,$140 
313658,F,42,"$110,000 ",12,10,$200 
313663,M,21,"$12,000 ",1,3,$75 
313691,M,29,"$36,000 ",5,13,"$1,040 "
313718,F,32,"$33,000 ",7,1,$15 
313725,M,38,"$60,000 ",10,3,$45 
313727,M,36,"$84,000 ",9,8,$160 
313731,M,49,"$276,000 ",15,7,$140 
313760,F,34,"$44,000 ",8,1,$15 
313787,M,32,"$12,000 ",7,1,$60 
313814,F,46,"$121,000 ",14,10,$150 
313821,M,25,"$24,000 ",3,1,$15 
313831,M,49,"$96,000 ",15,4,$80 
313843,M,57,"$96,000 ",19,5,$100 
313876,M,53,"$84,000 ",17,7,$105 
313891,M,51,"$36,000 ",16,1,$15 
313909,F,29,"$11,000 ",5,1,$25 
313934,F,71,"$55,000 ",26,3,$45 
313949,M,44,"$180,000 ",13,4,$80 
313952,F,35,"$33,000 ",8,1,$15 
313956,F,23,"$88,000 ",2,8,$120 
313979,M,35,"$12,000 ",8,1,$25 
313980,F,55,"$22,000 ",18,10,$200 
314008,M,30,"$132,000 ",6,10,$200 
314011,M,29,"$72,000 ",5,12,$240 
314012,F,29,"$77,000 ",5,4,$80 
314032,M,43,"$156,000 ",12,5,$100 
314037,M,40,"$72,000 ",11,2,$30 
314068,F,42,"$121,000 ",12,5,$100 
314070,M,28,"$36,000 ",5,2,$30 
314131,M,28,"$24,000 ",5,3,$75 
314160,F,30,"$11,000 ",6,1,$25 
314165,M,38,"$84,000 ",10,5,$100 
314170,F,33,"$11,000 ",7,5,$100 
314199,M,25,"$24,000 ",3,1,$60 
314200,M,33,"$48,000 ",7,4,$80 
314218,M,37,"$96,000 ",9,6,$120 
314241,M,23,"$96,000 ",2,5,$75 
314256,M,41,"$36,000 ",11,1,$25 
314274,M,30,"$36,000 ",6,6,$120 
314327,F,44,"$33,000 ",13,1,$15 
314333,F,26,"$88,000 ",4,1,$15 
314346,F,30,"$88,000 ",6,3,$60 
314351,M,24,"$60,000 ",3,4,$60 
314353,F,43,"$44,000 ",12,2,$30 
314361,F,54,"$176,000 ",18,4,$80 
314371,M,41,"$72,000 ",11,6,$90 
314374,M,33,"$12,000 ",7,1,$25 
314384,M,36,"$60,000 ",9,3,$60 
314387,M,24,"$12,000 ",3,1,$60 
314388,F,31,"$11,000 ",6,1,$15 
314402,F,34,"$44,000 ",8,2,$30 
314407,F,43,"$77,000 ",12,13,$260 
314409,F,34,"$110,000 ",8,5,$100 
314413,M,45,"$84,000 ",13,6,$120 
314414,M,38,"$204,000 ",10,5,$100 
314426,M,43,"$132,000 ",12,4,$80 
314437,U,52,"$22,000 ",17,3,$45 
314458,F,32,"$55,000 ",7,5,$100 
314465,F,28,"$11,000 ",5,1,$25 
314491,M,37,"$48,000 ",9,2,$30 
314507,F,33,"$66,000 ",7,3,$45 
314508,M,24,"$12,000 ",3,1,$25 
314513,M,33,"$12,000 ",7,1,$25 
314554,F,41,"$55,000 ",11,6,$120 
314565,M,39,"$24,000 ",10,2,$30 
314566,F,21,"$33,000 ",1,1,$25 
314573,M,35,"$12,000 ",8,1,$60 
314574,M,43,"$96,000 ",12,6,$90 
314612,F,61,"$22,000 ",21,1,$15 
314613,M,24,"$48,000 ",3,10,$150 
314651,F,53,"$99,000 ",17,1,$20 
314671,F,23,"$11,000 ",2,3,$75 
314673,M,27,"$60,000 ",4,7,$105 
314725,M,39,"$36,000 ",10,8,$160 
314733,F,45,"$77,000 ",13,5,$100 
314743,M,31,"$132,000 ",6,11,$220 
314770,M,69,"$12,000 ",25,1,$15 
314841,M,78,"$72,000 ",30,3,$60 
314859,M,32,"$24,000 ",7,1,$15 
314870,M,71,"$12,000 ",26,1,$25 
314872,M,42,"$108,000 ",12,7,$140 
314885,M,38,"$72,000 ",10,1,$15 
314900,F,69,"$22,000 ",25,8,$120 
314914,M,26,"$60,000 ",4,9,$135 
314918,M,22,"$24,000 ",2,9,$135 
314946,M,38,"$144,000 ",10,5,$100 
314960,M,42,"$60,000 ",12,1,$20 
314966,M,34,"$180,000 ",8,9,$180 
314974,M,26,"$48,000 ",4,3,$45 
314983,M,52,"$24,000 ",17,1,$60 
314986,F,32,"$11,000 ",7,1,$25 
314989,F,45,"$110,000 ",13,6,$120 
314991,F,24,"$77,000 ",3,5,$75 
315017,M,23,"$36,000 ",2,3,$75 
315040,F,37,"$22,000 ",9,3,$75 
315054,U,43,"$22,000 ",12,1,$25 
315075,M,27,"$48,000 ",4,1,$15 
315078,M,24,"$72,000 ",3,3,$60 
315100,M,22,"$48,000 ",2,5,$125 
315102,F,48,"$143,000 ",15,7,$140 
315127,F,25,"$22,000 ",3,1,$25 
315135,F,33,"$44,000 ",7,1,$15 
315146,F,26,"$55,000 ",4,7,$105 
315157,M,44,"$60,000 ",13,1,$15 
315180,F,42,"$55,000 ",12,1,$15 
315203,M,28,"$48,000 ",5,2,$40 
315211,M,47,"$132,000 ",14,2,$30 
315221,M,38,"$84,000 ",10,9,$180 
315259,M,25,"$48,000 ",3,8,$160 
315279,F,65,"$66,000 ",23,3,$60 
315312,F,43,"$198,000 ",12,13,$260 
315321,M,30,"$36,000 ",6,1,$15 
315328,F,50,"$55,000 ",16,4,$80 
315351,F,47,"$132,000 ",14,3,$60 
315361,M,46,"$48,000 ",14,1,$15 
315366,M,42,"$96,000 ",12,7,$140 
315413,F,23,"$33,000 ",2,2,$50 
315415,F,52,"$77,000 ",17,3,$45 
315421,M,35,"$84,000 ",8,3,$45 
315430,M,28,"$12,000 ",5,1,$25 
315474,F,23,"$55,000 ",2,6,$120 
315486,F,46,"$33,000 ",14,2,$30 
315490,M,29,"$12,000 ",5,1,$25 
315512,U,52,"$11,000 ",17,1,$60 
315523,U,25,"$44,000 ",3,3,$75 
315524,M,48,"$72,000 ",15,2,$40 
315528,F,36,"$22,000 ",9,2,$50 
315578,F,41,"$88,000 ",11,8,$160 
315579,F,35,"$66,000 ",8,4,$80 
315602,M,39,"$108,000 ",10,5,$75 
315610,F,35,"$11,000 ",8,1,$60 
315628,M,25,"$24,000 ",3,1,$60 
315635,M,33,"$12,000 ",7,1,$25 
315651,F,23,"$110,000 ",2,11,$165 
315665,M,39,"$84,000 ",10,4,$80 
315672,M,32,"$96,000 ",7,7,$105 
315674,F,37,"$66,000 ",9,1,$20 
315686,F,50,"$44,000 ",16,3,$60 
315752,F,26,"$44,000 ",4,4,$80 
315756,M,51,"$120,000 ",16,1,$20 
315763,M,29,"$72,000 ",5,7,$105 
315765,F,26,"$55,000 ",4,3,$60 
315766,M,40,"$48,000 ",11,2,$30 
315780,U,22,"$66,000 ",2,3,$45 
315814,F,29,"$22,000 ",5,1,$15 
315817,M,79,"$120,000 ",30,6,$120 
315836,M,22,"$12,000 ",2,1,$60 
315848,M,35,"$48,000 ",8,4,$60 
315851,M,39,"$36,000 ",10,4,$100 
315862,M,55,"$72,000 ",18,8,$120 
315870,M,26,"$120,000 ",4,6,$120 
315872,M,38,"$60,000 ",10,2,$40 
315875,M,32,"$36,000 ",7,2,$50 
315893,M,21,"$96,000 ",1,8,$160 
315903,F,24,"$44,000 ",3,1,$15 
315905,M,40,"$60,000 ",11,1,$20 
315920,F,57,"$22,000 ",19,1,$15 
315947,F,30,"$55,000 ",6,6,$90 
315961,F,38,"$33,000 ",10,3,$75 
315962,F,23,"$110,000 ",2,5,$75 
315978,F,41,"$33,000 ",11,3,$45 
315988,F,21,"$33,000 ",1,7,$105 
316005,F,52,"$88,000 ",17,2,$30 
316009,F,42,"$44,000 ",12,2,$30 
316014,F,39,"$55,000 ",10,3,$75 
316015,F,30,"$66,000 ",6,1,$20 
316027,M,30,"$48,000 ",6,1,$20 
316070,M,29,"$12,000 ",5,1,$25 
316082,M,27,"$72,000 ",4,6,$90 
316119,M,68,"$12,000 ",25,2,$30 
316122,F,34,"$66,000 ",8,8,$120 
316153,M,38,"$36,000 ",10,1,$15 
316176,F,26,"$22,000 ",4,1,$15 
316177,F,26,"$22,000 ",4,1,$15 
316198,F,33,"$88,000 ",7,9,$180 
316213,F,25,"$44,000 ",3,2,$30 
316251,M,41,"$84,000 ",11,2,$40 
316268,F,29,"$110,000 ",5,7,$140 
316276,F,26,"$110,000 ",4,2,$30 
316308,F,44,"$22,000 ",13,3,$45 
316321,F,27,"$77,000 ",4,10,$150 
316322,M,22,"$48,000 ",2,3,$75 
316327,M,52,"$72,000 ",17,3,$60 
316334,M,26,"$84,000 ",4,7,$140 
316335,M,68,"$48,000 ",25,3,$75 
316369,M,26,"$240,000 ",4,10,$200 
316377,M,28,"$84,000 ",5,5,$100 
316392,M,51,"$48,000 ",16,5,$100 
316431,M,27,$0 ,4,3,$75 
316433,F,25,"$11,000 ",3,1,$60 
316438,M,34,"$144,000 ",8,3,$45 
316473,M,59,"$84,000 ",20,4,$80 
316484,F,26,"$55,000 ",4,4,$100 
316516,F,33,"$88,000 ",7,3,$45 
316594,F,20,$0 ,1,9,$135 
316614,M,21,"$60,000 ",1,7,$175 
316619,F,57,"$22,000 ",19,1,$25 
316645,M,40,"$156,000 ",11,13,"$1,040 "
316697,M,22,"$108,000 ",2,9,$135 
316736,M,24,"$180,000 ",3,12,$240 
316758,M,31,"$72,000 ",6,5,$125 
316795,F,38,"$11,000 ",10,1,$25 
316804,M,27,"$12,000 ",4,1,$60 
316825,F,41,"$44,000 ",11,5,$75 
316851,F,28,"$22,000 ",5,2,$40 
316860,U,38,"$55,000 ",10,3,$60 
316944,U,29,"$66,000 ",5,1,$15 
316949,M,35,"$36,000 ",8,3,$60 
317021,F,20,"$77,000 ",1,8,$120 
317043,M,32,"$96,000 ",7,4,$60 
317076,F,40,"$22,000 ",11,1,$25 
317108,F,25,"$11,000 ",3,2,$120 
317117,M,49,"$24,000 ",15,1,$15 
317131,M,27,"$120,000 ",4,7,$140 
317169,M,36,"$12,000 ",9,1,$25 
317198,U,24,"$11,000 ",3,1,$25 
317217,F,33,"$11,000 ",7,3,$75 
317240,M,57,"$48,000 ",19,3,$45 
317279,M,38,"$240,000 ",10,13,$260 
317291,F,35,"$44,000 ",8,3,$45 
317292,M,26,"$36,000 ",4,1,$20 
317328,U,44,"$165,000 ",13,2,$40 
317331,M,38,"$60,000 ",10,3,$75 
317360,M,24,"$12,000 ",3,1,$60 
317373,M,31,"$12,000 ",6,1,$60 
317393,F,58,"$22,000 ",20,2,$50 
317397,F,45,"$22,000 ",13,1,$20 
317418,F,23,"$66,000 ",2,7,$105 
317433,F,29,"$55,000 ",5,3,$45 
317443,F,70,"$55,000 ",26,1,$15 
317485,M,44,"$156,000 ",13,12,$240 
317489,U,23,"$121,000 ",2,6,$120 
317499,F,28,"$121,000 ",5,8,$160 
317500,M,34,"$96,000 ",8,10,$150 
317519,F,39,"$11,000 ",10,1,$25 
317581,F,43,"$22,000 ",12,1,$15 
317585,M,28,"$96,000 ",5,6,$90 
317627,M,39,"$36,000 ",10,2,$50 
317648,M,33,"$108,000 ",7,11,$220 
317649,M,51,"$72,000 ",16,8,$120 
317674,F,44,"$11,000 ",13,1,$15 
317679,M,43,"$36,000 ",12,1,$25 
317681,U,23,"$33,000 ",2,1,$15 
317684,M,35,"$24,000 ",8,3,$60 
317688,M,47,"$132,000 ",14,2,$30 
317691,U,36,"$33,000 ",9,2,$50 
317696,M,74,"$72,000 ",28,5,$75 
317705,F,46,"$11,000 ",14,1,$25 
317737,F,23,"$110,000 ",2,5,$75 
317755,M,34,"$48,000 ",8,5,$100 
317771,M,29,"$72,000 ",5,7,$105 
317836,F,23,"$55,000 ",2,9,$135 
317849,F,46,"$11,000 ",14,1,$25 
317868,F,25,"$11,000 ",3,1,$25 
317899,F,50,"$44,000 ",16,1,$25 
317913,M,33,"$12,000 ",7,2,$40 
317916,M,21,"$12,000 ",1,1,$25 
317989,F,27,"$143,000 ",4,6,$120 
318060,M,36,"$72,000 ",9,1,$20 
318062,F,42,"$11,000 ",12,1,$15 
318080,M,26,"$60,000 ",4,5,$75 
318085,M,27,"$24,000 ",4,2,$30 
318093,F,31,"$11,000 ",6,2,$50 
318137,F,23,"$55,000 ",2,1,$15 
318156,F,27,"$132,000 ",4,8,$160 
318174,M,28,"$156,000 ",5,5,$75 
318184,F,20,"$11,000 ",1,10,$150 
318210,F,33,"$22,000 ",7,3,$75 
318231,F,49,"$99,000 ",15,8,$160 
318233,M,56,"$48,000 ",19,1,$20 
318239,M,45,"$120,000 ",13,4,$80 
318243,M,30,"$60,000 ",6,3,$45 
318244,F,25,"$143,000 ",3,7,$140 
318246,M,57,"$36,000 ",19,3,$75 
318265,F,21,"$44,000 ",1,3,$75 
318312,M,54,"$24,000 ",18,2,$50 
318329,M,24,"$108,000 ",3,11,$165 
318362,M,30,"$24,000 ",6,3,$45 
318398,F,22,"$11,000 ",2,1,$60 
318426,M,40,"$36,000 ",11,2,$50 
318429,M,38,"$24,000 ",10,3,$45 
318437,M,33,"$96,000 ",7,4,$80 
318458,F,38,"$33,000 ",10,2,$50 
318473,F,20,"$22,000 ",1,2,$120 
318491,M,29,"$240,000 ",5,7,$140 
318512,M,25,"$120,000 ",3,9,$180 
318527,M,59,"$144,000 ",20,12,$240 
318551,M,40,"$12,000 ",11,1,$15 
318584,M,24,"$72,000 ",3,3,$45 
318614,M,42,"$84,000 ",12,5,$100 
318661,F,30,"$11,000 ",6,1,$60 
318676,M,20,$0 ,1,3,$75 
318679,M,24,"$84,000 ",3,13,$260 
318721,M,27,"$84,000 ",4,4,$60 
318752,F,19,"$11,000 ",0,3,$75 
318797,M,31,"$24,000 ",6,1,$25 
318811,F,23,"$44,000 ",2,5,$75 
318813,M,32,"$72,000 ",7,1,$15 
318832,M,34,"$48,000 ",8,3,$45 
318843,F,24,$0 ,3,5,$75 
318876,M,23,"$12,000 ",2,4,$100 
318890,F,40,"$55,000 ",11,4,$60 
318948,M,21,"$12,000 ",1,2,$120 
318955,M,22,$0 ,2,1,$25 
318967,U,21,"$22,000 ",1,7,$175 
318984,F,45,"$11,000 ",13,1,$15 
318985,F,22,"$22,000 ",2,3,$45 
318986,M,21,"$12,000 ",1,5,$75 
318994,F,31,"$11,000 ",6,6,$120 
319021,F,19,"$22,000 ",0,5,$125 
319052,M,20,"$36,000 ",1,9,$135 
319124,F,20,"$33,000 ",1,11,$165 
319228,M,36,"$84,000 ",9,8,$160 
319233,M,33,"$48,000 ",7,6,$120 
319247,M,28,"$12,000 ",5,1,$25 
319251,M,48,"$96,000 ",15,7,$140 
319276,F,45,"$11,000 ",13,2,$30 
319277,F,22,"$33,000 ",2,9,$135 
319322,F,20,"$44,000 ",1,9,$135 
319336,M,24,"$24,000 ",3,1,$15 
319346,F,23,"$33,000 ",2,7,$105 
319359,F,48,"$11,000 ",15,2,$40 
319430,M,29,"$48,000 ",5,3,$45 
319442,M,53,"$12,000 ",17,2,$50 
319453,F,35,"$44,000 ",8,2,$30 
319472,F,21,"$22,000 ",1,7,$105 
319483,M,23,"$36,000 ",2,4,$100 
319532,M,30,"$36,000 ",6,1,$25 
319539,F,19,"$11,000 ",0,6,$150 
319545,F,22,"$22,000 ",2,2,$30 
319566,F,20,"$22,000 ",1,7,$175 
319586,M,23,"$48,000 ",2,4,$60 
319632,F,20,"$55,000 ",1,4,$60 
319646,F,21,"$66,000 ",1,8,$120 
319662,M,21,"$12,000 ",1,1,$15 
319750,F,21,"$66,000 ",1,2,$50 
319751,F,21,"$66,000 ",1,2,$50 
319752,M,19,"$24,000 ",0,10,$150 
319763,F,19,"$33,000 ",0,3,$75 
319774,F,33,"$44,000 ",7,5,$125 
319807,F,20,"$22,000 ",1,7,$175 
319824,M,21,"$60,000 ",1,7,$105 
319826,M,29,"$132,000 ",5,7,$140 
319829,M,21,"$36,000 ",1,4,$60 
319856,M,21,"$72,000 ",1,7,$105 
319890,M,20,"$36,000 ",1,4,$100 
319921,F,21,"$44,000 ",1,3,$45 
319924,M,51,"$48,000 ",16,2,$40 
319927,F,25,"$33,000 ",3,2,$30 
319933,M,21,"$60,000 ",1,7,$105 
319969,U,38,"$11,000 ",10,1,$25 
319996,F,21,"$77,000 ",1,13,$195 
320022,M,52,"$60,000 ",17,4,$80 
320037,F,20,"$33,000 ",1,5,$125 
320051,F,21,"$22,000 ",1,1,$15 
320054,U,22,"$22,000 ",2,3,$45 
320079,F,20,"$11,000 ",1,5,$75 
320124,M,21,"$24,000 ",1,3,$45 
320166,F,21,"$55,000 ",1,5,$75 
320209,F,24,"$11,000 ",3,1,$60 
320215,M,21,"$24,000 ",1,1,$25 
320220,F,22,"$77,000 ",2,11,$165 
320227,M,22,"$36,000 ",2,2,$30 
320266,F,20,"$11,000 ",1,6,$150 
320299,F,45,"$77,000 ",13,9,$180 
320316,F,21,"$33,000 ",1,1,$15 
320330,M,21,"$24,000 ",1,9,$135 
320388,F,21,"$33,000 ",1,5,$125 
320434,F,23,"$33,000 ",2,2,$50 
320476,M,24,"$132,000 ",3,2,$30 
320538,F,23,"$11,000 ",2,2,$50 
320600,F,32,"$11,000 ",7,1,$60 
320638,M,56,"$72,000 ",19,5,$100 
320653,M,20,"$48,000 ",1,8,$120 
320656,M,22,"$48,000 ",2,6,$90 
320669,M,74,"$84,000 ",28,4,$60 
320744,M,22,"$60,000 ",2,5,$75 
320758,M,22,"$24,000 ",2,4,$100 
320764,F,30,"$77,000 ",6,7,$140 
320777,M,26,"$156,000 ",4,4,$60 
320812,F,23,"$77,000 ",2,4,$60 
320855,F,30,"$22,000 ",6,1,$25 
320857,M,45,"$24,000 ",13,2,$30 
320871,M,23,"$24,000 ",2,1,$15 
320884,F,22,"$99,000 ",2,7,$140 
320908,F,21,"$77,000 ",1,4,$60 
320927,M,23,$0 ,2,1,$25 
320942,F,50,"$77,000 ",16,5,$75 
320943,M,48,"$120,000 ",15,6,$120 
320955,M,22,"$48,000 ",2,9,$135 
320956,M,20,"$24,000 ",1,1,$60 
320991,U,22,"$33,000 ",2,9,$135 
321068,U,19,"$11,000 ",0,3,$75 
321079,M,31,"$24,000 ",6,1,$25 
321100,M,39,"$12,000 ",10,1,$25 
321109,M,28,"$36,000 ",5,2,$50 
321125,M,32,"$72,000 ",7,1,$15 
321141,U,22,"$88,000 ",2,5,$75 
321161,M,24,"$96,000 ",3,1,$15 
321167,M,23,"$24,000 ",2,1,$15 
321187,F,41,"$44,000 ",11,2,$30 
321200,M,41,"$72,000 ",11,9,$180 
321223,M,24,"$84,000 ",3,5,$100 
321228,M,29,"$48,000 ",5,3,$45 
321242,M,22,"$72,000 ",2,1,$15 
321375,M,30,"$12,000 ",6,1,$25 
321383,M,55,"$108,000 ",18,5,$100 
321436,M,38,"$72,000 ",10,7,$140 
321455,M,47,"$144,000 ",14,6,$120 
321467,M,26,"$72,000 ",4,5,$100 
321480,F,30,"$22,000 ",6,2,$30 
321514,M,28,"$36,000 ",5,1,$20 
321529,M,47,"$48,000 ",14,2,$30 
321544,F,48,"$33,000 ",15,10,$150 
321554,F,34,"$11,000 ",8,1,$60 
321556,F,41,"$33,000 ",11,1,$15 
321565,M,27,"$12,000 ",4,1,$25 
321572,M,62,"$48,000 ",22,3,$45 
321597,M,28,"$60,000 ",5,4,$60 
321610,F,41,"$22,000 ",11,2,$120 
321611,F,34,"$22,000 ",8,3,$45 
321645,M,27,"$48,000 ",4,2,$40 
321652,M,53,"$72,000 ",17,5,$100 
321655,F,50,"$77,000 ",16,4,$60 
321662,F,51,"$22,000 ",16,3,$45 
321692,F,46,"$66,000 ",14,3,$45 
321725,M,72,"$96,000 ",27,2,$30 
321730,M,28,"$36,000 ",5,5,$125 
321740,F,50,"$88,000 ",16,3,$45 
321745,M,25,"$36,000 ",3,2,$50 
321749,M,22,"$12,000 ",2,1,$25 
321756,M,35,"$24,000 ",8,1,$15 
321776,M,52,"$12,000 ",17,4,$60 
321789,M,35,"$36,000 ",8,5,$125 
321794,F,26,"$11,000 ",4,4,$60 
321854,M,36,$0 ,9,6,$120 
321870,M,33,"$72,000 ",7,2,$30 
321885,M,43,"$48,000 ",12,1,$15 
321886,F,48,"$77,000 ",15,6,$120 
321908,M,46,"$96,000 ",14,4,$80 
321931,F,24,"$55,000 ",3,2,$30 
321981,M,24,"$12,000 ",3,1,$15 
321991,M,41,"$72,000 ",11,7,$140 
322034,M,50,"$12,000 ",16,1,$15 
322117,M,32,"$36,000 ",7,1,$15 
322226,M,29,"$36,000 ",5,1,$25 
322253,F,22,"$55,000 ",2,3,$45 
322274,M,35,"$12,000 ",8,2,$50 
322276,F,27,"$22,000 ",4,1,$20 
322301,F,22,"$22,000 ",2,6,$120 
322320,F,38,"$44,000 ",10,3,$45 
322329,M,51,"$48,000 ",16,3,$60 
322409,F,39,"$11,000 ",10,1,$25 
322432,M,35,"$24,000 ",8,3,$45 
322434,M,40,"$36,000 ",11,3,$75 
322441,M,51,"$84,000 ",16,1,$20 
322450,M,47,"$12,000 ",14,1,$25 
322526,M,38,"$36,000 ",10,1,$20 
322539,M,40,"$36,000 ",11,3,$60 
322545,M,27,"$12,000 ",4,1,$60 
322556,F,52,"$11,000 ",17,2,$50 
322569,M,25,"$72,000 ",3,1,$15 
322590,M,27,"$24,000 ",4,3,$45 
322593,F,27,"$22,000 ",4,2,$50 
322603,M,25,"$36,000 ",3,1,$15 
322607,M,58,"$48,000 ",20,1,$15 
322638,M,31,"$156,000 ",6,7,$140 
322719,M,55,"$60,000 ",18,4,$60 
322784,M,27,"$72,000 ",4,3,$45 
322824,M,27,"$36,000 ",4,6,$120 
322838,M,34,"$60,000 ",8,5,$100 
322921,U,33,"$11,000 ",7,1,$15 
322925,M,24,"$96,000 ",3,7,$105 
322932,F,28,"$33,000 ",5,1,$25 
322951,M,28,"$36,000 ",5,5,$100 
322960,F,41,"$11,000 ",11,1,$25 
322978,F,28,"$88,000 ",5,3,$45 
323018,F,37,"$11,000 ",9,1,$15 
323034,M,29,"$12,000 ",5,1,$25 
323049,M,24,"$48,000 ",3,5,$75 
323103,F,34,"$22,000 ",8,1,$25 
323123,F,18,"$11,000 ",0,1,$60 
323126,F,29,"$11,000 ",5,1,$25 
323131,M,57,"$72,000 ",19,6,$120 
323166,M,40,"$72,000 ",11,9,$180 
323173,F,43,"$88,000 ",12,9,$135 
323174,M,26,"$48,000 ",4,2,$40 
323207,M,29,"$24,000 ",5,1,$15 
323218,U,60,"$33,000 ",21,2,$30 
323219,M,25,"$48,000 ",3,2,$30 
323242,M,35,"$24,000 ",8,4,$60 
323248,F,89,$0 ,35,1,$25 
323267,F,50,"$66,000 ",16,2,$40 
323268,M,50,"$12,000 ",16,3,$75 
323276,F,26,"$11,000 ",4,1,$60 
323289,F,24,$0 ,3,1,$25 
323320,F,25,"$22,000 ",3,1,$15 
323335,F,44,"$22,000 ",13,1,$25 
323348,M,38,"$12,000 ",10,1,$25 
323357,M,60,"$48,000 ",21,2,$30 
323367,M,26,"$12,000 ",4,1,$25 
323399,M,44,"$72,000 ",13,1,$20 
323412,M,32,"$12,000 ",7,1,$25 
323470,F,35,"$11,000 ",8,1,$25 
323493,M,28,"$84,000 ",5,6,$90 
323504,M,25,"$48,000 ",3,5,$75 
323528,M,42,"$24,000 ",12,3,$75 
323557,M,24,"$60,000 ",3,3,$45 
323561,M,30,"$36,000 ",6,1,$25 
323580,M,31,"$36,000 ",6,1,$15 
323584,F,37,"$11,000 ",9,1,$60 
323589,M,19,"$24,000 ",0,1,$25 
323618,F,43,"$132,000 ",12,8,$160 
323625,M,50,"$96,000 ",16,13,$260 
323632,M,31,"$24,000 ",6,2,$50 
323646,M,28,"$60,000 ",5,1,$15 
323649,F,39,"$33,000 ",10,3,$60 
323657,M,22,"$12,000 ",2,1,$60 
323715,M,50,"$48,000 ",16,3,$45 
323729,M,26,"$60,000 ",4,6,$120 
323746,M,58,"$12,000 ",20,4,$80 
323753,F,33,"$33,000 ",7,2,$30 
323758,M,25,"$12,000 ",3,1,$25 
323759,M,38,"$24,000 ",10,2,$50 
323765,M,36,"$48,000 ",9,5,$75 
323828,M,30,"$24,000 ",6,1,$15 
323843,M,40,"$36,000 ",11,3,$45 
323848,M,33,"$48,000 ",7,5,$100 
323853,M,28,"$120,000 ",5,4,$60 
323879,M,22,$0 ,2,1,$15 
323887,F,37,"$33,000 ",9,3,$75 
323906,M,22,"$24,000 ",2,2,$50 
323923,M,24,"$48,000 ",3,1,$15 
323944,F,20,"$33,000 ",1,3,$75 
323973,M,36,"$24,000 ",9,1,$25 
323989,M,32,"$48,000 ",7,5,$100 
323991,F,29,"$11,000 ",5,1,$15 
323995,M,30,"$12,000 ",6,1,$25 
324000,M,55,"$48,000 ",18,5,$100 
324010,M,50,"$72,000 ",16,7,$140 
324015,M,30,"$72,000 ",6,2,$40 
324027,M,37,"$48,000 ",9,3,$75 
324029,F,47,"$99,000 ",14,1,$15 
324041,M,43,"$96,000 ",12,1,$15 
324071,M,24,"$48,000 ",3,7,$105 
324072,M,37,"$60,000 ",9,6,$90 
324081,M,41,"$60,000 ",11,4,$100 
324086,F,46,"$132,000 ",14,7,$140 
324099,M,23,"$72,000 ",2,2,$30 
324110,F,34,"$110,000 ",8,11,$220 
324112,M,59,"$72,000 ",20,4,$60 
324120,F,22,"$44,000 ",2,8,$120 
324122,F,27,"$22,000 ",4,2,$30 
324140,U,40,"$187,000 ",11,8,$160 
324144,F,36,"$33,000 ",9,5,$75 
324154,M,25,"$24,000 ",3,2,$30 
324157,M,60,"$72,000 ",21,3,$45 
324164,F,48,"$88,000 ",15,7,$140 
324184,F,24,"$22,000 ",3,5,$75 
324196,M,26,"$180,000 ",4,12,$240 
324200,M,30,"$48,000 ",6,7,$140 
324204,F,29,"$11,000 ",5,1,$15 
324267,M,34,"$12,000 ",8,2,$50 
324301,F,25,"$44,000 ",3,3,$45 
324362,F,41,"$77,000 ",11,10,$200 
324406,M,38,"$60,000 ",10,5,$100 
324479,M,53,"$24,000 ",17,3,$75 
